timestamp_ms,is_race_on,speed_mps,ax,ay,az,slip_ratio_fl,slip_ratio_fr,slip_ratio_rl,slip_ratio_rr,sent_brk,abs_scale,learn_on,learn_ceiling,learn_cap,learn_alat,learn_dref,learn_verdict,learn_brake_d,learn_open
354063937,1,88.3106,-9.8917,-3.2474,-27.6182,-0.2465,-0.3056,-0.1153,-0.0979,1,1,1,7.018,5.965,36.71,37.17,1,1,1
354063953,1,87.7936,-8.7823,-3.2903,-29.1529,-0.2465,-0.2965,-0.1275,-0.0963,1,1,1,7.018,6.005,36.71,37.12,1,1,1
354063968,1,87.2777,-8.1867,-3.2333,-31.1355,-0.2454,-0.3014,-0.1415,-0.1226,1,1,1,7.018,6.047,36.71,37.08,1,1,1
354063984,1,86.7454,-7.6079,-3.309,-32.4113,-0.2409,-0.2766,-0.165,-0.1249,1,1,1,7.018,6.09,36.71,37.05,1,1,1
354064000,1,86.2127,-6.9278,-3.3262,-33.3254,-0.2333,-0.256,-0.176,-0.1376,1,1,1,7.018,6.135,36.71,37.02,1,1,1
354064015,1,85.6737,-8.2725,-3.0219,-34.8356,-0.2377,-0.2363,-0.1783,-0.1371,1,1,1,7.018,6.167,36.71,37.01,1,1,1
354064031,1,85.128,-9.3979,-2.5123,-35.8255,-0.2395,-0.2237,-0.1668,-0.1366,1,1,1,7.018,6.19,36.71,37.01,1,1,1
354064046,1,84.0371,-12.8758,-0.4868,-37.0143,-0.2371,-0.1896,-0.1504,-0.1258,1,1,1,7.018,6.188,36.71,37.03,1,1,1
354064062,1,83.4939,-15.0111,0.7047,-37.2152,-0.245,-0.2031,-0.1348,-0.1149,1,1,1,7.018,6.172,36.71,37.05,1,1,1
354064078,1,82.9609,-17.2648,1.778,-37.2608,-0.2449,-0.2263,-0.1292,-0.1094,1,1,1,7.018,6.141,36.71,37.09,1,1,1
354064093,1,82.4387,-17.9661,2.27,-37.6199,-0.2663,-0.254,-0.1327,-0.1113,1,1,1,7.018,6.107,36.71,37.12,1,1,1
354064109,1,81.9229,-17.8251,2.0501,-37.6529,-0.3024,-0.2765,-0.1495,-0.1177,1,1,1,7.018,6.075,36.71,37.16,1,1,1
354064125,1,81.3929,-17.5029,1.3526,-37.6665,-0.3624,-0.2738,-0.153,-0.1371,1,1,1,7.018,6.046,36.71,37.19,1,1,1
354064140,1,80.8674,-17.2948,0.4042,-37.7115,-0.3972,-0.2944,-0.1731,-0.1533,1,1,1,7.018,6.019,36.71,37.23,1,1,1
354064156,1,80.3235,-17.4508,-0.5189,-37.1537,-0.3624,-0.2202,-0.1994,-0.1594,1,1,1,7.018,5.993,36.71,37.26,1,1,1
354064171,1,79.2174,-18.6534,-0.3109,-37.8965,-0.2441,-0.1651,-0.2017,-0.1831,1,1,1,7.018,5.958,36.71,37.3,1,1,1
354064187,1,78.6487,-18.2537,0.3558,-38.2305,-0.2269,-0.1803,-0.1871,-0.1635,1,1,1,7.018,5.928,36.71,37.34,1,1,1
354064203,1,78.0755,-19.0793,1.4685,-38.6519,-0.2586,-0.1807,-0.1649,-0.1312,1,1,1,7.018,5.893,36.71,37.38,1,1,1
354064218,1,77.5232,-19.5551,2.502,-39.0275,-0.2825,-0.2062,-0.1445,-0.1314,1,1,1,7.018,5.855,36.71,37.43,1,1,1
354064234,1,76.9829,-19.3885,2.8577,-38.6839,-0.3228,-0.2366,-0.143,-0.1316,1,1,1,7.018,5.819,36.71,37.43,0,1,1
354064250,1,76.4494,-18.8771,2.7994,-38.7089,-0.346,-0.2699,-0.1496,-0.1204,1,1,1,7.018,5.79,36.71,37.43,0,1,1
354064265,1,75.9233,-17.2267,2.2868,-38.2767,-0.3277,-0.2667,-0.1545,-0.1419,1,1,1,7.018,5.774,36.71,37.43,0,1,1
354064281,1,75.4029,-15.5269,1.6376,-38.7913,-0.3092,-0.2779,-0.171,-0.1489,1,1,1,7.018,5.774,36.71,37.43,0,1,1
354064296,1,74.3649,-12.9494,0.591,-38.494,-0.3271,-0.2997,-0.1786,-0.1528,1,1,1,7.018,5.794,36.71,37.43,0,1,1
354064312,1,73.8421,-12.3132,0.1789,-37.5684,-0.3654,-0.2688,-0.1711,-0.1626,1,1,1,7.018,5.818,36.71,37.43,0,1,1
354064328,1,73.3389,-11.8471,-0.1896,-37.8873,-0.4104,-0.2725,-0.1685,-0.1732,1,1,1,7.018,5.845,36.71,37.43,0,1,1
354064343,1,72.8339,-11.8378,-0.6187,-37.2824,-0.4593,-0.258,-0.1744,-0.1834,1,1,1,7.018,5.87,36.71,37.45,1,1,1
354064359,1,72.3257,-12.5803,-0.8716,-36.9023,-0.4394,-0.2485,-0.1839,-0.1786,1,1,1,7.018,5.887,36.71,37.46,1,1,1
354064375,1,71.819,-13.1538,-0.8735,-36.9297,-0.3794,-0.2356,-0.1885,-0.1771,1,1,1,7.018,5.9,36.71,37.47,1,1,1
354064390,1,71.3059,-14.5406,-0.4961,-36.9359,-0.308,-0.2355,-0.1927,-0.1648,1,1,1,7.018,5.901,36.71,37.49,1,1,1
354064406,1,70.7797,-16.4664,0.3581,-36.7124,-0.2658,-0.207,-0.1861,-0.151,1,1,1,7.018,5.886,36.71,37.51,1,1,1
354064421,1,69.7499,-21.5784,2.9319,-36.9522,-0.3145,-0.2345,-0.1532,-0.1275,1,1,1,7.018,5.833,36.71,37.51,0,1,1
354064437,1,69.2434,-22.7198,3.9601,-36.845,-0.3584,-0.24,-0.1343,-0.1222,1,1,1,7.018,5.771,36.71,37.51,0,1,1
354064453,1,68.7716,-23.2921,4.2226,-35.7146,-0.4845,-0.3401,-0.1434,-0.1201,1,1,1,7.018,5.707,36.71,37.51,0,1,1
354064468,1,68.293,-23.7044,3.7811,-35.4773,-0.6188,-0.3068,-0.1646,-0.1291,1,1,1,7.018,5.64,36.71,37.51,0,1,1
354064484,1,67.8026,-21.7665,2.8241,-35.3004,-0.6036,-0.345,-0.181,-0.162,1,1,1,7.018,5.592,36.71,37.51,0,1,1
354064500,1,67.2994,-21.1035,1.757,-35.3671,-0.6151,-0.3165,-0.2278,-0.1807,1,1,1,7.018,5.552,36.71,37.51,0,1,1
354064515,1,66.7797,-20.5275,0.8897,-35.7497,-0.4656,-0.2746,-0.2634,-0.1984,1,1,1,7.018,5.519,36.71,37.51,0,1,1
354064531,1,66.2587,-20.2201,0.4487,-35.4636,-0.3481,-0.2423,-0.2978,-0.2038,1,1,1,7.018,5.49,36.71,37.51,0,1,1
354064546,1,65.1985,-20.9162,0.8643,-36.1232,-0.3129,-0.2037,-0.3036,-0.1964,1,1,1,7.018,5.455,36.71,37.51,0,1,1
354064562,1,64.6619,-22.1367,1.4978,-37.1294,-0.3322,-0.2064,-0.2843,-0.1908,1,1,1,7.018,5.411,36.71,37.51,0,1,1
354064578,1,64.1192,-23.0188,2.1541,-36.9663,-0.3623,-0.214,-0.244,-0.1699,1,1,1,7.018,5.36,36.71,37.51,0,1,1
354064593,1,63.5884,-23.5448,2.8217,-36.1848,-0.3873,-0.2424,-0.2216,-0.1497,1,1,1,7.018,5.306,36.71,37.51,0,1,1
354064609,1,63.0865,-23.8737,3.1329,-36.9795,-0.4389,-0.2921,-0.2177,-0.1443,1,1,1,7.018,5.251,36.71,37.51,0,1,1
354064625,1,62.5949,-23.9886,3.0714,-36.3414,-0.4634,-0.3036,-0.2278,-0.1468,1,1,1,7.018,5.196,36.71,37.51,0,1,1
354064640,1,62.1098,-24.6156,2.9063,-36.0797,-0.4817,-0.3086,-0.2348,-0.1606,1,1,1,7.018,5.137,36.71,37.51,0,1,1
354064656,1,61.638,-24.7279,2.5449,-35.4049,-0.5124,-0.3297,-0.2621,-0.1734,1,1,1,7.018,5.079,36.71,37.51,0,1,1
354064671,1,61.1617,-24.2966,2.0775,-34.6105,-0.5607,-0.33,-0.2797,-0.1802,1,1,1,7.018,5.028,36.71,37.51,0,1,1
354064687,1,60.188,-25.5361,1.8287,-34.212,-0.65,-0.2983,-0.2815,-0.1927,1,1,1,7.018,4.966,36.71,37.51,0,1,1
354064703,1,59.6947,-25.6206,1.7491,-34.5983,-0.6848,-0.2579,-0.2853,-0.1969,1,1,1,7.018,4.905,36.71,37.51,0,1,1
354064718,1,59.21,-26.1099,1.8056,-34.6567,-0.7851,-0.2382,-0.28,-0.2136,1,1,1,7.018,4.841,36.7,37.51,0,1,1
354064734,1,58.7344,-26.458,1.8027,-34.136,-0.9712,-0.2318,-0.282,-0.2323,1,1,1,7.018,4.776,36.7,37.51,0,1,1
354064750,1,58.2515,-26.1483,1.6936,-33.742,-1.2082,-0.2407,-0.2798,-0.2394,1,1,1,7.018,4.716,36.7,37.51,0,1,1
354064765,1,57.7722,-25.528,1.569,-33.7053,-1.4974,-0.2622,-0.2875,-0.2439,1,1,1,7.018,4.666,36.7,37.51,0,1,1
354064781,1,57.2983,-25.1246,1.3036,-33.4208,-1.843,-0.2969,-0.3076,-0.2526,1,1,1,7.018,4.622,36.7,37.51,0,1,1
354064796,1,56.3564,-24.7203,0.8253,-32.8871,-2.2918,-0.2411,-0.3546,-0.3088,1,1,1,7.018,4.585,36.7,37.51,0,1,1
354064812,1,55.8908,-25.2945,0.8108,-33.2399,-2.3478,-0.2321,-0.3733,-0.3593,1,1,1,7.018,4.543,36.7,37.51,0,1,1
354064828,1,55.4178,-25.3075,0.9582,-32.611,-2.4518,-0.2384,-0.3773,-0.4051,1,1,1,7.018,4.502,36.7,37.51,0,1,1
354064843,1,54.9501,-25.5428,1.0968,-32.9482,-2.8485,-0.2778,-0.3994,-0.383,1,1,1,7.018,4.461,36.7,37.51,0,1,1
354064859,1,54.4673,-25.8912,1.2945,-32.5492,-3.2987,-0.3145,-0.4003,-0.3324,0.907,0.907,1,7.018,4.417,36.7,37.51,0,1,1
354064875,1,53.9937,-26.8119,1.6516,-32.486,-3.5947,-0.326,-0.3769,-0.2647,0.797,0.797,1,7.018,4.364,36.7,37.51,0,1,1
354064890,1,53.557,-26.8913,1.9066,-32.708,-3.7088,-0.3305,-0.3262,-0.2378,0.739,0.739,1,7.018,4.312,36.7,37.51,0,1,1
354064906,1,53.1591,-27.1441,1.8928,-31.063,-3.7664,-0.3371,-0.2949,-0.2251,0.726,0.726,1,7.018,4.259,36.7,37.51,0,1,1
354064921,1,52.4319,-27.012,1.3424,-29.3504,-4.0043,-0.3715,-0.3007,-0.2308,0.724,0.724,1,7.018,4.211,36.7,37.51,0,1,1
354064937,1,52.091,-25.9726,0.7292,-27.7619,-4.1029,-0.4663,-0.3259,-0.2391,0.722,0.722,1,7.018,4.177,36.7,37.51,0,1,1
354064953,1,51.7317,-25.1832,0.0893,-27.1507,-4.0346,-0.3317,-0.3617,-0.2636,0.729,0.729,1,7.018,4.154,36.7,37.51,0,1,1
354064968,1,51.3668,-24.7667,-0.1118,-26.3395,-3.9648,-0.3184,-0.3927,-0.3004,0.767,0.767,1,7.018,4.138,36.7,37.51,0,1,1
354064984,1,50.986,-24.517,-0.2034,-26.1657,-3.9019,-0.3503,-0.4197,-0.3376,0.82,0.82,1,7.018,4.125,36.7,37.51,0,0.907,1
354065000,1,50.5794,-24.2677,-0.1723,-26.603,-3.8866,-0.3857,-0.4248,-0.3674,0.871,0.871,1,7.018,4.116,36.7,37.51,0,0.797,0
354065015,1,50.1268,-25.1765,0.2166,-26.9246,-3.6679,-0.4057,-0.4423,-0.3519,0.912,0.912,1,7.018,4.097,36.7,37.51,0,0.739,0
354065031,1,49.6546,-24.4948,0.6777,-28.0252,-3.5631,-0.4117,-0.4732,-0.2974,0.966,0.966,1,7.018,4.087,36.7,37.51,0,0.726,0
354065046,1,49.1781,-25.7299,1.4256,-29.2825,-3.5736,-0.4494,-0.5171,-0.2529,1,1,1,7.018,4.061,36.7,37.51,0,0.724,0
354065062,1,48.211,-26.6551,2.2975,-30.5756,-3.3171,-0.5242,-0.5516,-0.2576,1,1,1,7.018,4.026,36.7,37.51,0,0.722,0
354065078,1,47.7295,-26.3836,2.555,-30.6781,-3.4401,-0.3685,-0.5468,-0.2899,1,1,1,7.018,3.995,36.7,37.51,0,0.729,0
354065093,1,47.2085,-27.4031,3.0302,-31.7969,-2.812,-0.4223,-0.5265,-0.3124,1,1,1,7.018,3.953,36.7,37.51,0,0.767,0
354065109,1,46.7314,-27.6922,3.2574,-32.1061,-2.8084,-0.4633,-0.5541,-0.3147,1,1,1,7.018,3.908,36.7,37.51,0,0.82,0
354065125,1,46.2921,-27.5267,3.0749,-31.6968,-3.0898,-0.5252,-0.5779,-0.3508,1,1,1,7.018,3.868,36.7,37.51,0,0.871,0
354065140,1,45.8603,-26.9033,2.7591,-31.1196,-3.8403,-0.6653,-0.687,-0.2376,1,1,1,7.018,3.838,36.7,37.51,0,0.912,1
354065156,1,45.4244,-25.8066,2.5048,-31.1807,-4.5205,-0.8749,-0.5686,-0.3234,0.801,0.801,1,7.018,3.824,36.7,37.51,0,0.966,1
354065171,1,44.6228,-24.9458,1.8133,-29.6803,-5.0958,-1.0257,-0.4709,-0.295,0.563,0.563,1,7.018,3.821,36.7,37.51,0,1,1
354065187,1,44.2619,-23.5424,1.2175,-28.7272,-4.8412,-0.7841,-0.4491,-0.2515,0.573,0.573,1,7.018,3.837,36.7,37.51,0,1,1
354065203,1,43.8788,-23.1634,1.1711,-28.1543,-4.084,-0.2331,-0.4151,-0.2615,0.585,0.585,1,7.018,3.857,36.7,37.51,0,1,1
354065218,1,43.3997,-24.8919,2.1968,-28.8585,-1.7908,-0.2032,-0.3984,-0.2506,0.626,0.626,1,7.018,3.854,36.7,37.51,0,1,1
354065234,1,43.0013,-26.0934,3.0562,-28.8838,-0.4937,-0.217,-0.4299,-0.2487,0.667,0.667,1,7.018,3.835,36.7,37.51,0,1,1
354065250,1,42.6589,-27.4897,3.4218,-27.8697,-0.5443,-0.251,-0.4522,-0.2662,0.707,0.707,1,7.018,3.799,36.7,37.51,0,1,1
354065265,1,42.2552,-29.1516,3.8171,-26.9708,-0.5132,-0.2451,-0.4777,-0.1671,0.748,0.748,1,7.018,3.742,36.7,37.51,0,1,1
354065281,1,41.8347,-31.2548,5.0468,-27.0372,-0.4049,-0.2668,-0.4026,-0.1461,0.789,0.789,1,7.018,3.66,36.7,37.51,0,0.801,0
354065296,1,41.0374,-34.023,6.8126,-27.3109,-0.8888,-0.3932,-0.3293,-0.1331,0.863,0.863,1,7.018,3.543,36.7,37.51,0,0.563,0
354065312,1,40.6925,-32.8091,6.2716,-26.2945,-1.6402,-0.7444,-0.305,-0.1896,0.917,0.917,1,7.018,3.447,36.7,37.51,0,0.573,0
354065328,1,40.2931,-30.6141,5.6353,-26.3115,-2.4416,-0.8385,-0.26,-0.1786,0.961,0.961,1,7.018,3.385,36.7,37.51,0,0.585,0
354065343,1,39.8956,-29.3583,5.4004,-26.3776,-3.3368,-0.9132,-0.2467,-0.1831,0.93,0.93,1,7.018,3.344,36.7,37.51,0,0.626,0
354065359,1,39.5144,-28.3179,4.9829,-26.2595,-4.059,-0.848,-0.2738,-0.1971,0.66,0.66,1,7.018,3.319,36.7,37.51,0,0.667,0
354065375,1,39.1481,-26.8188,4.2958,-26.12,-3.7863,-0.4049,-0.258,-0.2183,0.61,0.61,1,7.018,3.317,36.7,37.51,0,0.707,0
354065390,1,38.7812,-25.9894,3.8961,-26.4088,-2.5797,-0.2914,-0.316,-0.1984,0.625,0.625,1,7.018,3.326,36.7,37.51,0,0.748,0
354065406,1,38.4202,-25.2265,3.5748,-25.8219,-1.4919,-0.3185,-0.3664,-0.2068,0.665,0.665,1,7.018,3.345,36.7,37.51,0,0.789,0
354065421,1,38.0883,-25.0545,3.1873,-24.7753,-0.9988,-0.367,-0.4382,-0.2267,0.706,0.706,1,7.018,3.366,36.7,37.51,0,0.863,0
354065437,1,37.4354,-24.4794,2.0901,-24.1866,-1.5458,-0.4913,-0.4817,-0.2846,0.778,0.778,1,7.018,3.394,36.7,37.51,0,0.917,1
354065453,1,37.0692,-24.1545,1.9913,-23.6131,-2.1009,-0.5648,-0.4625,-0.2477,0.819,0.819,1,7.018,3.425,36.7,37.51,0,0.961,1
354065468,1,36.686,-23.8487,2.0153,-24.3033,-2.6177,-0.5194,-0.4001,-0.2754,0.862,0.862,1,7.018,3.458,36.7,37.51,0,0.93,1
354065484,1,36.2883,-23.6145,2.2768,-25.1624,-2.8606,-0.4027,-0.4114,-0.2842,0.903,0.903,1,7.018,3.493,36.7,37.51,0,0.66,0
354065500,1,35.8693,-24.0477,2.7724,-25.4807,-2.7399,-0.3978,-0.4566,-0.311,0.944,0.944,1,7.018,3.519,36.7,37.51,0,0.61,0
354065515,1,35.4465,-24.3604,3.0875,-25.8416,-2.6347,-0.4481,-0.5252,-0.3542,0.985,0.985,1,7.018,3.541,36.7,37.51,0,0.625,0
354065531,1,35.012,-24.2169,3.2241,-27.1106,-2.1666,-0.5481,-0.6455,-0.3709,1,1,1,7.018,3.563,36.7,37.51,0,0.665,0
354065546,1,34.2027,-22.546,2.7102,-27.8636,-3.0099,-0.9315,-0.876,-0.3179,0.991,0.991,1,7.018,3.606,36.7,37.51,0,0.706,0
354065562,1,33.7925,-22.6884,2.5624,-27.7258,-3.7774,-1.3427,-0.8215,-0.34,0.85,0.85,1,7.018,3.645,36.69,37.51,0,0.778,0
354065578,1,33.3948,-21.5391,2.2959,-27.6484,-4.2704,-1.6381,-0.7157,-0.3451,0.712,0.712,1,7.018,3.697,36.69,37.51,0,0.819,0
354065593,1,33.0382,-20.4853,1.9314,-27.13,-4.6952,-1.6995,-0.6369,-0.3345,0.606,0.606,1,7.018,3.76,36.69,37.51,0,0.862,0
354065609,1,32.6935,-19.0145,1.406,-26.7615,-4.6682,-1.3168,-0.5664,-0.3298,0.582,0.582,1,7.018,3.839,36.69,37.51,0,0.903,1
354065625,1,32.331,-18.8812,1.3271,-25.3943,-4.0073,-0.5032,-0.5207,-0.3277,0.601,0.601,1,7.018,3.914,36.69,37.51,0,0.944,1
354065640,1,32.0021,-19.5201,1.5228,-25.7659,-3.4213,-0.3847,-0.5778,-0.3141,0.639,0.639,1,7.018,3.976,36.69,37.51,0,0.985,1
354065656,1,31.6801,-19.1754,1.4909,-24.5765,-2.9626,-0.4334,-0.6537,-0.3246,0.675,0.675,1,7.018,4.04,36.69,37.51,0,1,1
354065671,1,31.0335,-19.2475,1.1147,-23.5547,-2.3431,-0.6478,-0.8569,-0.3626,0.741,0.741,1,7.018,4.098,36.69,37.51,0,0.991,1
354065687,1,30.6946,-19.0596,0.8919,-23.3012,-2.4514,-0.7952,-0.9079,-0.358,0.777,0.777,1,7.018,4.155,36.69,37.51,0,0.85,0
354065703,1,30.3414,-18.9298,0.8033,-23.9593,-2.9294,-0.8735,-0.9414,-0.323,0.812,0.812,1,7.018,4.211,36.69,37.51,0,0.712,0
354065718,1,29.9802,-18.8867,0.7444,-23.6985,-3.4134,-0.9959,-0.9231,-0.3572,0.847,0.847,1,7.018,4.263,36.69,37.51,0,0.606,0
354065734,1,29.6164,-18.3009,0.6368,-24.2046,-3.8346,-0.9777,-0.8994,-0.3999,0.766,0.882,1,7.018,4.32,36.69,37.51,0,0.582,0
354065750,1,29.268,-17.9104,0.5326,-23.9844,-4.3038,-0.762,-0.8588,-0.4412,0.67,0.903,1,7.018,4.378,36.69,37.51,0,0.601,0
354065765,1,28.9439,-17.6297,0.4319,-23.858,-4.4386,-0.4517,-0.813,-0.454,0.5,0.846,1,7.018,4.435,36.69,37.51,0,0.591,0
354065781,1,28.6355,-17.9343,0.4898,-23.2799,-3.8293,-0.2872,-0.7179,-0.4196,0.409,0.865,1,7.018,4.486,36.69,37.51,0,0.473,0
354065796,1,28.0918,-18.5553,0.8037,-21.8204,-1.509,-0.1198,-0.439,-0.2908,0.18,0.92,1,7.018,4.526,36.69,37.51,0,0.195,0
354065812,1,27.8909,-19.7982,0.9639,-20.5014,-0.3929,-0.073,-0.2983,-0.2241,0.089,0.951,1,7.018,4.55,36.69,37.51,0,0.094,0
354065828,1,27.7658,-21.2306,1.0677,-18.0342,-0.0372,-0.0109,-0.1775,-0.1552,0,1,1,7.018,4.556,36.69,37.51,0,0,0
354065843,1,27.6775,-22.361,1.114,-15.584,0.0141,0.0055,-0.0895,-0.106,0,1,1,7.018,4.549,36.69,37.51,0,0,0
354065859,1,27.6052,-22.724,1.2194,-13.2784,0.0278,0.0096,-0.0527,-0.0554,0,1,1,7.018,4.538,36.69,37.51,0,0,0
354065875,1,27.5451,-23.6304,1.5384,-11.4318,0.0251,0.0089,-0.0278,-0.0457,0,1,1,7.018,4.517,36.69,37.51,0,0,1
354065890,1,27.4909,-23.9028,1.754,-9.4916,0.0219,0.0083,-0.022,-0.0412,0,1,1,7.018,4.494,36.69,37.51,0,0,0
354065906,1,27.44,-24.4477,1.8693,-7.9033,0.0202,0.0079,-0.0214,-0.0404,0,1,1,7.018,4.465,36.69,37.51,0,0,0
354065921,1,27.3417,-23.0226,1.5575,-5.7377,0.0255,0.0075,-0.0234,-0.0445,0,1,1,7.018,4.455,36.69,37.51,0,0,1
354065937,1,27.2923,-22.5073,1.2983,-5.22,0.0237,0.0062,-0.0225,-0.0489,0,1,1,7.018,4.451,36.69,37.51,0,0,1
354065953,1,27.2431,-22.4111,1.0812,-4.8453,0.0237,0.0051,-0.0228,-0.0529,0,1,1,7.018,4.448,36.69,37.51,0,0,1
354065968,1,27.1935,-21.4288,0.7465,-3.8645,0.0264,0.0056,-0.0232,-0.0575,0,1,1,7.018,4.457,36.69,37.51,0,0,1
354065984,1,27.1426,-20.9846,0.5199,-4.3045,0.0267,0.0045,-0.0237,-0.0607,0,1,1,7.018,4.471,36.69,37.51,0,0,1
354066000,1,27.0911,-20.6657,0.3055,-3.4274,0.0239,0.0033,-0.0239,-0.0629,0,1,1,7.018,4.488,36.69,37.51,0,0,1
354066015,1,27.0388,-20.8543,0.1742,-3.1997,0.0224,0.0027,-0.024,-0.0639,0,1,1,7.018,4.501,36.69,37.51,0,0,1
354066031,1,26.9847,-20.6758,0.1338,-3.2171,0.0242,0.004,-0.0224,-0.0654,0,1,1,7.018,4.516,36.69,37.51,0,0,1
354066046,1,26.8677,-22.2452,0.5714,-3.2926,0.0233,0.0013,-0.016,-0.0691,0,1,1,7.018,4.512,36.69,37.51,0,0,1
354066062,1,26.8077,-22.3332,0.7723,-2.9212,0.0213,0.0015,-0.0123,-0.072,0,1,1,7.018,4.507,36.69,37.51,0,0,1
354066078,1,26.7488,-22.9396,0.9895,-3.5773,0.0245,0.0031,-0.0092,-0.0766,0,1,1,7.018,4.496,36.69,37.51,0,0,1
354066093,1,26.6907,-23.3135,1.0916,-3.3613,0.0245,0.003,-0.0099,-0.0759,0,1,1,7.018,4.481,36.69,37.51,0,0,1
354066109,1,26.6329,-23.416,1.1189,-2.9101,0.0251,0.0053,-0.0185,-0.0596,0,1,1,7.018,4.465,36.69,37.51,0,0,1
354066125,1,26.5768,-23.7727,1.2519,-2.9276,0.0252,0.0073,-0.0073,-0.0603,0,1,1,7.018,4.445,36.69,37.51,0,0,1
354066140,1,26.5248,-23.8195,1.2882,-3.0693,0.0237,0.0133,-0.0094,-0.0499,0,1,1,7.018,4.427,36.69,37.51,0,0,1
354066156,1,26.4743,-23.8461,1.3203,-2.3031,0.0224,0.0146,-0.0056,-0.0479,0,1,1,7.018,4.408,36.69,37.51,0,0,1
354066171,1,26.3765,-23.7915,1.3124,-2.6972,0.0229,0.0145,-0.0056,-0.0517,0,1,1,7.018,4.391,36.69,37.51,0,0,1
354066187,1,26.3278,-23.0834,1.0794,-2.4425,0.0244,0.0138,-0.0071,-0.0556,0,1,1,7.018,4.384,36.69,37.51,0,0,1
354066203,1,26.2751,-22.9678,0.9034,-2.779,0.0227,0.0111,-0.0103,-0.0554,0,1,1,7.018,4.378,36.69,37.51,0,0,1
354066218,1,26.2207,-23.0306,0.7659,-2.2143,0.0255,0.0052,-0.005,-0.0696,0,1,1,7.018,4.372,36.69,37.51,0,0,1
354066234,1,26.1657,-22.6672,0.5167,-2.1916,0.028,0.0059,-0.0079,-0.0733,0,1,1,7.018,4.37,36.69,37.51,0,0,1
354066250,1,26.1111,-22.8325,0.2519,-2.4928,0.0297,0.0066,-0.0085,-0.0784,0,1,1,7.018,4.366,36.69,37.51,0,0,1
354066265,1,26.0571,-22.0204,-0.0661,-2.5467,0.0317,0.0074,-0.0086,-0.0827,0,1,1,7.018,4.373,36.69,37.51,0,0,1
354066281,1,26.0035,-21.3142,-0.364,-2.3604,0.0332,0.0084,-0.009,-0.0862,0,1,1,7.018,4.387,36.69,37.51,0,0,1
354066296,1,25.8942,-21.3965,-0.6792,-2.4953,0.034,0.0108,-0.0091,-0.0846,0,1,1,7.018,4.4,36.69,37.51,0,0,1
354066312,1,25.8368,-22.1042,-0.5744,-1.928,0.034,0.0129,-0.0114,-0.0692,0,1,1,7.018,4.403,36.69,37.51,0,0,1
354066328,1,25.7808,-22.7364,-0.4578,-2.3239,0.0326,0.0123,-0.0091,-0.0692,0,1,1,7.018,4.399,36.69,37.51,0,0,1
354066343,1,25.7254,-22.6344,-0.4073,-2.4768,0.0316,0.0114,-0.0087,-0.0692,0,1,1,7.018,4.396,36.69,37.51,0,0,1
354066359,1,25.6694,-22.6806,-0.3503,-2.4912,0.0312,0.0102,-0.0089,-0.0705,0,1,1,7.018,4.393,36.69,37.51,0,0,1
354066375,1,25.6145,-22.8921,-0.3071,-2.5496,0.0306,0.0088,0.0014,-0.0674,0,1,1,7.018,4.388,36.69,37.51,0,0,1
354066390,1,25.5645,-22.5533,-0.2789,-2.1292,0.0286,0.007,0.0403,-0.0538,0,1,1,7.018,4.387,36.68,37.51,0,0,1
354066406,1,25.5124,-23.4894,-0.0078,-2.2421,0.028,-0,0.1408,-0.0584,0,1,1,7.018,4.375,36.68,37.51,0,0,1
354066421,1,25.4397,-24.351,0.5936,-1.8957,0.0173,0.0023,0.3743,-0.0572,0,1,1,7.018,4.353,36.68,37.51,0,0,1
354066437,1,25.4182,-24.3844,0.7271,-1.3877,0.0125,0.0005,0.4506,-0.0428,0,1,1,7.018,4.331,36.68,37.51,0,0,1
354066453,1,25.4067,-25.2101,0.9626,-0.8892,0.0079,-0.0008,0.4859,-0.0249,0,1,1,7.018,4.301,36.68,37.51,0,0,1
354066468,1,25.4028,-24.7886,1.1152,-0.9045,0.0032,-0.0009,0.5019,-0.0163,0,1,1,7.018,4.277,36.68,37.51,0,0,1
354066484,1,25.405,-24.8853,1.2728,0.0599,-0.0011,-0.0007,0.5069,-0.0157,0,1,1,7.018,4.254,36.68,37.51,0,0,1
354066500,1,25.4121,-25.1942,1.3613,0.3834,-0.0061,-0.0001,0.4974,-0.0124,0,1,1,7.018,4.227,36.68,37.51,0,0,1
354066515,1,25.4239,-25.7201,1.4059,0.6948,-0.0111,0.0012,0.4807,-0.0104,0,1,1,7.018,4.195,36.68,37.51,0,0,1
354066531,1,25.4424,-25.2487,1.4558,1.6007,-0.0192,0.0033,0.4429,-0.0065,0,1,1,7.018,4.171,36.68,37.51,0,0,1
354066546,1,25.4824,-24.4727,1.3549,2.0308,-0.0201,0.0059,0.397,-0.007,0,1,1,7.018,4.157,36.68,37.51,0,0,1
354066562,1,25.5018,-24.1671,1.3048,2.3374,-0.0187,0.0061,0.382,-0.0044,0,1,1,7.018,4.148,36.68,37.51,0,0,1
354066578,1,25.5217,-23.9983,1.2573,2.1183,-0.0172,0.005,0.3702,-0.0019,0,1,1,7.018,4.141,36.68,37.51,0,0,1
354066593,1,25.5395,-23.4119,1.1553,2.6043,-0.0147,0.0032,0.3684,-0.0008,0,1,1,7.018,4.142,36.68,37.51,0,0,1
354066609,1,25.5545,-22.9408,1.0018,2.3519,-0.0115,0.0009,0.3744,0.0002,0,1,1,7.018,4.149,36.68,37.51,0,0,1
