timestamp_ms,is_race_on,speed_mps,ax,ay,az,slip_ratio_fl,slip_ratio_fr,slip_ratio_rl,slip_ratio_rr,sent_brk,abs_scale,learn_on,learn_ceiling,learn_cap,learn_alat,learn_dref,learn_verdict,learn_brake_d,learn_open
353936453,1,106.507,-55.5512,9.2313,6.3319,0.0039,0.001,0.1915,0.1179,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936468,1,106.5466,-53.3687,7.88,6.5449,0.0056,0.0066,0.2077,0.1339,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936484,1,106.5565,-49.92,4.5776,5.9099,0.0081,0.0082,0.2496,0.1575,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936500,1,106.5349,-47.0442,1.2977,5.7206,0.0063,0.0008,0.279,0.1799,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936515,1,106.5261,-46.9829,-0.0583,4.5564,0.0017,-0.0031,0.2607,0.1749,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936531,1,106.5794,-51.5521,2.8067,5.0965,-0.0034,-0.004,0.2245,0.1307,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936546,1,106.6035,-53.0771,4.5578,5.6014,-0.0025,-0.0026,0.2234,0.1246,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936562,1,106.6208,-54.587,5.6339,6.1242,-0.0008,-0.0021,0.2297,0.1235,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936578,1,106.6309,-55.5395,6.3106,6.0807,-0.0002,-0.0013,0.2319,0.127,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936593,1,106.6478,-56.0729,6.7487,6.664,-0.002,-0.0018,0.2245,0.1203,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936609,1,106.6663,-57.0181,7.122,6.3794,-0.0001,0.0014,0.2286,0.1218,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936625,1,106.6789,-56.5319,6.6791,7.027,0.0029,0.0038,0.2456,0.1266,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936640,1,106.6719,-56.5115,5.7455,6.634,0.0058,0.0028,0.2653,0.138,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936656,1,106.6501,-57.38,5.4043,6.2236,0.0081,0.0013,0.2699,0.1463,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936671,1,106.6407,-60.3337,6.7512,6.6318,0.0124,0.0055,0.2526,0.1306,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936687,1,106.6391,-60.8531,6.8399,6.9833,0.0138,0.0086,0.2608,0.1388,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936703,1,106.6245,-59.8006,5.5719,6.7247,0.0183,0.0143,0.2875,0.1569,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936718,1,106.5874,-57.826,3.6421,6.4731,0.0219,0.0146,0.3288,0.1732,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936734,1,106.5326,-57.0171,2.4013,6.01,0.013,0.0033,0.3306,0.1877,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936750,1,106.4816,-59.0365,3.129,5.2731,0.0051,-0.0026,0.3096,0.1876,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936765,1,106.4562,-62.0593,5.1881,5.7903,0.0003,-0.003,0.2954,0.149,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936781,1,106.4354,-66.5343,8.705,6.8203,-0.0307,-0.0176,0.281,0.1509,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936796,1,106.4082,-66.1064,7.7068,7.423,-0.0159,-0.0048,0.317,0.1684,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936812,1,106.3692,-64.6382,5.51,7.0401,-0.0017,0.0025,0.3651,0.1913,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936828,1,106.3229,-63.7992,4.0299,6.2684,0.0021,0.0006,0.3617,0.2105,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936843,1,106.296,-64.9551,4.0972,6.367,0.0011,0.0004,0.3451,0.1836,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936859,1,106.2941,-67.9114,5.5216,7.0923,-0.0026,0.0012,0.3072,0.1715,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936875,1,106.2967,-70.228,6.8337,7.9799,-0.0033,0.0016,0.2983,0.167,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936890,1,106.2945,-70.564,6.6721,8.1432,-0.0032,0.0027,0.3048,0.1753,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936906,1,106.286,-69.1683,5.2338,8.0681,-0.003,0.0036,0.3227,0.1952,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936921,1,106.2387,-63.9354,1.449,6.9265,-0.0005,0.0002,0.3719,0.2157,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936937,1,106.2317,-62.9177,1.1129,7.1348,-0.0117,-0.0096,0.3453,0.21,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936953,1,106.2716,-61.2139,2.1938,6.8,-0.0053,-0.0019,0.2936,0.2039,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936968,1,106.3318,-55.6338,4.578,7.218,-0.0024,0.0005,0.241,0.2011,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353936984,1,106.3852,-48.8735,6.5929,7.0467,-0.0039,-0.0007,0.2249,0.177,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937000,1,106.4312,-44.8309,8.0086,7.569,-0.0021,0.0001,0.2204,0.1715,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937015,1,106.4513,-41.6328,7.8118,6.8511,-0.0017,0.0005,0.2266,0.2165,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937031,1,106.4732,-38.444,6.4284,6.506,-0.0018,0.0005,0.2508,0.1801,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937046,1,106.4968,-43.2947,4.5139,6.2203,0.0024,0.0066,0.2623,0.1744,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937062,1,106.4847,-47.5127,3.5948,5.6946,-0.0006,-0.0007,0.2949,0.1726,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937078,1,106.5016,-50.2379,3.0473,5.279,-0.0012,-0.0021,0.2517,0.1765,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937093,1,106.5396,-51.1886,3.2646,5.6773,-0.0014,-0.0025,0.2349,0.1635,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937109,1,106.5813,-51.0348,3.5868,5.9003,-0.0012,-0.0024,0.2226,0.156,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937125,1,106.6225,-50.8342,3.6873,5.5831,-0.0034,-0.0029,0.2108,0.1535,0,1,1,6.43,1.608,37.76,37.37,0,0,1
353937140,1,106.6612,-49.949,3.5739,5.8838,-0.0034,-0.0037,0.2023,0.1547,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937156,1,106.6987,-49.5194,3.7145,5.6985,-0.0027,-0.003,0.2087,0.1451,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937171,1,106.8021,-48.0047,4.9593,5.6142,-0.003,-0.0007,0.1703,0.1382,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937187,1,106.8566,-46.2071,5.8424,5.8267,-0.0027,-0.0011,0.1664,0.1345,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937203,1,106.9115,-44.8401,6.7615,5.6751,-0.0025,-0.0011,0.1534,0.1301,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937218,1,106.9704,-42.3417,7.5302,5.7504,-0.0032,-0.0009,0.1461,0.126,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937234,1,107.0293,-39.1687,7.2499,5.2022,-0.0037,-0.0015,0.1485,0.1283,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937250,1,107.0826,-33.5591,5.4039,5.1156,-0.0013,0.0026,0.1501,0.156,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937265,1,107.1183,-26.7184,2.6892,4.4813,-0.0029,0.0001,0.1673,0.1722,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937281,1,107.1529,-20.2587,0.5996,4.4693,-0.0025,-0.0004,0.1656,0.1811,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937296,1,107.2768,-12.8337,2.1208,4.2427,-0.0022,-0.0013,0.1293,0.1431,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937312,1,107.3416,-12.3242,4.1669,4.2416,-0.0013,-0.0022,0.1227,0.1351,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937328,1,107.4052,-11.635,5.077,3.9648,-0.0012,-0.0017,0.127,0.1379,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937343,1,107.4653,-9.7936,4.115,4.4101,-0.0008,-0.002,0.1362,0.1496,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937359,1,107.509,-7.8055,2.6046,4.1529,-0.0007,-0.0021,0.1504,0.1593,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937375,1,107.556,-6.6962,2.3011,4.0901,-0.0007,-0.0024,0.1376,0.1506,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937390,1,107.6148,-5.8333,3.7225,3.7089,-0.0005,-0.0023,0.1269,0.1273,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937406,1,107.6713,-5.1821,5.6348,3.9699,0.0006,-0.0026,0.1254,0.122,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937421,1,107.7768,-5.8727,5.5237,3.8306,0.0009,-0.0024,0.1516,0.1356,0,1,1,6.43,1.608,37.75,37.37,0,0,1
353937437,1,107.8204,-6.5068,3.7406,3.8983,0.0008,-0.0021,0.1552,0.1372,0,1,1,6.43,1.823,37.75,37.37,0,0,1
353937453,1,107.8606,-7.6866,2.8266,3.8912,-0.0007,-0.0028,0.1618,0.1313,0,1,1,6.43,2.17,37.75,37.37,0,0,1
353937468,1,107.9065,-9.3891,3.1852,3.6437,-0.0008,-0.0026,0.1515,0.1203,0,1,1,6.43,2.465,37.75,37.37,0,0,1
353937484,1,107.9606,-10.522,4.6506,3.5656,-0.0016,-0.0035,0.1373,0.1122,0,1,1,6.43,2.72,37.75,37.37,0,0,1
353937500,1,108.0174,-8.8006,5.9552,3.8135,-0.0025,-0.0005,0.1356,0.1123,0,1,1,6.43,2.975,37.75,37.37,0,0,1
353937515,1,108.0737,-7.9223,5.6919,3.5835,-0.0022,-0.0001,0.144,0.1195,0,1,1,6.43,3.221,37.75,37.37,0,0,1
353937531,1,108.1195,-7.8265,3.8753,3.607,-0.0021,-0.0003,0.1611,0.1338,0,1,1,6.43,3.446,37.75,37.37,0,0,1
353937546,1,108.1522,-8.0024,2.1595,3.6377,-0.0017,-0.0008,0.1704,0.143,0,1,1,6.43,3.651,37.75,37.37,0,0,1
353937562,1,108.2506,-9.7507,5.5778,3.6235,-0.0024,-0.0013,0.1292,0.1147,0,1,1,6.43,3.819,37.75,37.37,0,0,1
353937578,1,108.2824,-10.6945,9.4489,3.6403,-0.0007,0.0002,0.1159,0.1073,0,1,1,6.43,3.964,37.75,37.37,0,0,1
353937593,1,108.3219,-11.0137,11.6763,3.3786,-0.0003,0.0021,0.1278,0.1162,0,1,1,6.43,4.094,37.75,37.37,0,0,1
353937609,1,108.3816,-10.9093,9.7008,3.4611,-0.0028,0.0024,0.1617,0.1499,0,1,1,6.43,4.215,37.75,37.37,0,0,1
353937625,1,108.3955,-10.0087,4.1527,3.5926,-0.0022,0.0016,0.2113,0.1874,0,1,1,6.43,4.337,37.75,37.37,0,0,1
353937640,1,108.379,-9.8107,-1.5699,2.5577,0.0009,0.0004,0.2294,0.1993,0,1,1,6.43,4.45,37.75,37.37,0,0,1
353937656,1,108.3842,-9.9458,-4.8431,1.8089,0.0002,-0.0017,0.2128,0.154,0,1,1,6.43,4.554,37.75,37.37,0,0,1
353937671,1,108.4796,-13.8825,-1.4497,2.3462,-0.0001,-0.002,0.1467,0.1269,0,1,1,6.43,4.614,37.75,37.37,0,0,1
353937687,1,108.5244,-15.6526,1.273,2.6424,0.0002,-0.0023,0.1456,0.113,0,1,1,6.43,4.655,37.75,37.37,0,0,1
353937703,1,108.565,-17.9895,3.6848,2.8549,-0,-0.0028,0.1389,0.1085,0,1,1,6.43,4.671,37.75,37.37,0,0,1
353937718,1,108.6058,-19.3821,5.4646,3.1438,0.0001,-0.0028,0.141,0.1057,0,1,1,6.43,4.675,37.75,37.37,0,0,1
353937734,1,108.6475,-20.1479,6.7598,3.4121,-0.0024,-0.0023,0.1516,0.1061,0,1,1,6.43,4.671,37.75,37.37,0,0,1
353937750,1,108.693,-19.8831,6.9845,3.325,-0.0018,0.0004,0.1406,0.1087,0,1,1,6.43,4.669,37.75,37.37,0,0,1
353937765,1,108.7401,-19.7131,6.237,3.5242,-0.0023,0.0013,0.146,0.1109,0,1,1,6.43,4.67,37.75,37.37,0,0,1
353937781,1,108.7729,-20.0149,4.5035,3.3953,-0.002,0.0006,0.1702,0.1265,0,1,1,6.43,4.667,37.75,37.37,0,0,1
353937796,1,108.8148,-20.5942,2.7209,2.7774,-0.0017,-0.0005,0.137,0.1112,0,1,1,6.43,4.66,37.75,37.37,0,0,1
353937812,1,108.8449,-21.1733,3.6287,3.1514,-0.002,0.0006,0.1259,0.0993,0,1,1,6.43,4.647,37.75,37.37,0,0,1
353937828,1,108.8763,-21.3654,3.5507,2.8732,-0.0016,0.0005,0.1367,0.1125,0,1,1,6.43,4.634,37.75,37.37,0,0,1
353937843,1,108.9029,-20.5176,2.215,2.9457,-0.0019,0.0002,0.139,0.1218,0,1,1,6.43,4.629,37.75,37.37,0,0,1
353937859,1,108.9201,-20.0746,0.098,2.5744,-0.0016,0,0.1488,0.1255,0,1,1,6.43,4.628,37.75,37.37,0,0,1
353937875,1,108.933,-19.2337,-1.1673,2.3623,-0.0011,-0.0006,0.1391,0.115,0,1,1,6.43,4.635,37.75,37.37,0,0,1
353937890,1,108.9518,-19.1903,-0.6714,1.9217,-0.001,-0.0007,0.1207,0.1103,0,1,1,6.43,4.641,37.75,37.37,0,0,1
353937906,1,108.9728,-18.8227,1.5252,1.9687,-0.0003,-0.0007,0.1087,0.1008,0,1,1,6.43,4.651,37.74,37.37,0,0,1
353937921,1,109.0132,-18.9323,6.6683,2.1224,0.0019,-0.0011,0.1093,0.0968,0,1,1,6.43,4.66,37.74,37.37,0,0,1
353937937,1,109.0401,-19.3697,7.2485,1.9949,0.0023,-0.0015,0.12,0.1021,0,1,1,6.43,4.664,37.74,37.37,0,0,1
353937953,1,109.0596,-19.3624,6.3967,2.2093,0.0018,-0.0018,0.1391,0.1016,0,1,1,6.43,4.667,37.74,37.37,0,0,1
353937968,1,109.0709,-19.1303,4.4118,1.8261,0.0005,-0.0018,0.1486,0.1055,0,1,1,6.43,4.673,37.74,37.37,0,0,1
353937984,1,109.0832,-19.2002,2.8496,1.7571,-0.0015,-0.0009,0.1351,0.0971,0,1,1,6.43,4.678,37.74,37.37,0,0,1
353938000,1,109.0989,-18.5504,1.7356,1.723,-0.0014,0.0007,0.1358,0.1013,0,1,1,6.43,4.688,37.74,37.37,0,0,1
353938015,1,109.112,-17.8605,0.5647,1.6943,-0.0013,0.0009,0.1452,0.1045,0,1,1,6.43,4.704,37.74,37.37,0,0,1
353938031,1,109.1171,-17.6189,-0.652,1.7279,-0.001,0.0005,0.1274,0.092,0,1,1,6.43,4.721,37.74,37.37,0,0,1
353938046,1,109.1315,-17.9978,-0.3929,1.4402,-0.0011,-0.0001,0.123,0.0986,0,1,1,6.43,4.734,37.74,37.37,0,0,1
353938062,1,109.1412,-18.9019,1.6157,1.0907,-0.0013,-0.0001,0.1059,0.0886,0,1,1,6.43,4.739,37.74,37.37,0,0,1
353938078,1,109.1576,-18.9068,3.8926,1.3257,-0.0012,0.0001,0.1057,0.0952,0,1,1,6.43,4.743,37.74,37.37,0,0,1
353938093,1,109.1737,-18.5745,5.5583,1.4159,-0.0009,0.0007,0.0985,0.091,0,1,1,6.43,4.749,37.74,37.37,0,0,1
353938109,1,109.1901,-18.1692,5.5182,1.2616,-0.0008,0.0013,0.1124,0.1002,0,1,1,6.43,4.759,37.74,37.37,0,0,1
353938125,1,109.2014,-16.9931,3.318,1.4872,-0.0007,0.0021,0.1152,0.1076,0,1,1,6.43,4.779,37.74,37.37,0,0,1
353938140,1,109.2014,-15.3618,-0.2722,1.2113,-0.0006,0.0015,0.1238,0.1145,0,1,1,6.43,4.812,37.74,37.37,0,0,1
353938156,1,109.1855,-14.0117,-3.6006,0.6864,0,0.0001,0.139,0.1236,0,1,1,6.43,4.854,37.74,37.37,0,0,1
353938171,1,109.1821,-11.6541,-3.8108,0.3643,-0.0009,-0.0007,0.0995,0.1009,0,1,1,6.43,4.913,37.74,37.37,0,0,1
353938187,1,109.1933,-10.7531,-0.8881,0.6583,-0.0006,-0.0003,0.0976,0.0918,0,1,1,6.43,4.976,37.74,37.37,0,0,1
353938203,1,109.2035,-10.2917,2.2271,0.4533,-0.0003,-0.0001,0.0909,0.0917,0,1,1,6.43,5.038,37.74,37.37,0,0,1
353938218,1,109.2156,-9.0838,4.6531,0.558,-0.0004,-0.0003,0.0929,0.0875,0,1,1,6.43,5.106,37.74,37.37,0,0,1
353938234,1,109.2288,-8.3045,7.1538,0.9315,-0.0011,-0.001,0.0949,0.1001,0.082,1,1,6.43,5.174,37.74,37.37,0,0,1
353938250,1,109.1557,-7.2543,11.1456,0.1848,-0.0407,-0.0403,0.0793,0.0687,0.242,1,1,6.43,5.245,37.74,37.37,0,0,1
353938265,1,109.0659,-6.3383,14.0745,-0.9947,-0.1131,-0.0716,0.0898,0.0938,0.48,1,1,6.43,5.317,37.74,37.37,0,0,1
353938281,1,108.9478,-5.2712,12.2135,-2.5355,-0.2385,-0.1495,0.0831,0.1,0.611,1,1,6.43,5.39,37.74,37.37,0,0,1
353938296,1,108.5678,-4.1607,2.6373,-6.7571,-0.5711,-0.2831,0.1014,0.1163,0.786,1,1,6.43,5.465,37.74,37.37,0,0,1
353938312,1,108.3808,-3.167,-0.9741,-7.7687,-0.9931,-0.3142,0.0831,0.1058,0.861,1,1,6.43,5.54,37.74,37.37,0,0,1
353938328,1,108.1625,-3.5415,-4.1755,-9.1956,-1.4464,-0.3938,0.1103,0.1014,0.948,1,1,6.43,5.606,37.74,37.37,0,0,1
353938343,1,107.8455,-3.2143,-7.5003,-11.4163,-1.564,-0.3169,0.0955,0.1023,1,1,1,6.43,5.669,37.74,37.37,0,0,1
353938359,1,107.451,-3.8106,-8.8584,-14.608,-1.2086,-0.2171,0.0814,0.0905,1,1,1,6.43,5.722,37.74,37.37,0,0.082,1
353938375,1,106.9867,-4.2197,-7.4929,-18.1843,-0.6073,-0.181,0.0662,0.0677,1,1,1,6.43,5.769,37.74,37.37,0,0.242,1
353938390,1,106.6156,-6.4955,-4.9807,-20.5643,-0.3878,-0.1942,0.0467,0.0429,1,1,1,6.43,5.8,37.74,37.37,0,0.48,1
353938406,1,106.2699,-7.5835,-3.1426,-21.2435,-0.4142,-0.2123,0.0401,0.0218,1,1,1,6.43,5.822,37.74,37.37,0,0.611,1
353938421,1,105.4752,-11.7165,-1.8119,-23.7371,-0.1779,-0.1546,0.0105,-0.0146,1,1,1,6.43,5.822,37.74,37.37,0,0.786,1
353938437,1,105.051,-15.3166,0.7785,-25.1218,-0.1452,-0.13,-0.0086,-0.0296,1,1,1,6.43,5.802,37.74,37.37,0,0.861,1
353938453,1,104.6047,-18.3977,6.2036,-26.36,-0.1398,-0.1254,-0.0196,-0.0337,1,1,1,6.43,5.766,37.74,37.33,1,0.948,1
353938468,1,104.1448,-19.9742,13.492,-27.3829,-0.14,-0.14,-0.0316,-0.0385,1,1,1,6.43,5.722,37.74,37.33,8,1,1
353938484,1,103.6745,-20.8752,20.7336,-28.4117,-0.1554,-0.1651,-0.045,-0.0481,1,1,1,6.43,5.673,37.74,37.33,8,1,1
353938500,1,103.197,-19.6752,25.3412,-29.5919,-0.1978,-0.1615,-0.0495,-0.0609,1,1,1,6.43,5.633,37.74,37.33,8,1,1
353938515,1,102.6678,-18.2435,27.7073,-30.5952,-0.2054,-0.1693,-0.0717,-0.0699,1,1,1,6.43,5.602,37.74,37.33,8,1,1
353938531,1,102.1253,-19.1867,26.6776,-32.4045,-0.2243,-0.2078,-0.0773,-0.0852,1,1,1,6.43,5.567,37.74,37.33,8,1,1
353938546,1,101.0082,-21.4808,21.9778,-34.6994,-0.208,-0.1527,-0.1177,-0.1305,1,1,1,6.43,5.518,37.74,37.33,8,1,1
353938562,1,100.412,-22.6496,20.791,-35.8342,-0.1887,-0.1529,-0.0993,-0.1114,1,1,1,6.43,5.462,37.74,37.33,8,1,1
353938578,1,99.8123,-23.6546,21.4542,-36.8743,-0.2111,-0.1585,-0.1117,-0.1204,1,1,1,6.43,5.401,37.74,37.33,0,1,1
353938593,1,99.2507,-25.0165,20.5984,-38.0903,-0.3481,-0.2054,-0.0961,-0.0986,1,1,1,6.43,5.331,37.74,37.33,0,1,1
353938609,1,98.739,-23.977,18.2167,-37.6606,-0.6227,-0.4015,-0.1109,-0.1148,1,1,1,6.43,5.271,37.74,37.33,0,1,1
353938625,1,98.3038,-23.1429,13.3342,-36.9084,-1.2072,-0.4436,-0.1584,-0.1508,1,1,1,6.43,5.218,37.74,37.33,0,1,1
353938640,1,97.7976,-20.8219,7.6133,-36.0799,-1.1477,-0.3306,-0.1943,-0.2218,1,1,1,6.43,5.184,37.74,37.33,0,1,1
353938656,1,97.4129,-19.2291,3.0505,-35.5896,-2.0974,-0.1876,-0.1619,-0.3445,1,1,1,6.43,5.164,37.74,37.33,0,1,1
353938671,1,96.7471,-14.6728,-6.367,-29.9096,-2.5464,-0.7962,-0.4374,-0.3704,1,1,1,6.43,5.18,37.73,37.33,0,1,1
353938687,1,95.8905,-14.3888,-6.4845,-34.8875,-0.76,-0.1229,-0.5015,-0.4793,1,1,1,6.43,5.197,37.73,37.33,0,1,1
353938703,1,95.0533,-17.341,-1.5701,-39.7545,-0.1127,-0.1086,-0.2703,-0.2412,1,1,1,6.43,5.191,37.73,37.33,0,1,1
353938718,1,94.3241,-21.4068,8.4578,-43.7467,-0.1345,-0.1327,-0.1492,-0.1621,1,1,1,6.43,5.154,37.73,37.33,0,1,1
353938734,1,93.7931,-23.7174,16.3431,-43.5068,-0.2504,-0.2357,-0.117,-0.1564,1,1,1,6.43,5.1,37.73,37.33,0,1,1
353938750,1,93.368,-22.094,17.7245,-41.1591,-0.9456,-0.9211,-0.1518,-0.1526,1,1,1,6.43,5.061,37.73,37.33,0,1,1
353938765,1,93.1335,-18.8334,12.4193,-37.3763,-1.8134,-1.7901,-0.2881,-0.2616,1,1,1,6.43,5.05,37.73,37.33,0,1,1
353938781,1,93.0452,-15.3533,3.2524,-31.2703,-2.663,-2.6295,-0.4277,-0.4294,1,1,1,6.43,5.067,37.73,37.33,0,1,1
353938796,1,92.6241,-10.6152,-9.2068,-24.1514,-3.3899,-2.8194,-0.6965,-0.7307,1,1,1,6.43,5.12,37.73,37.33,0,1,1
353938812,1,92.1907,-9.338,-12.1,-24.2103,-3.2873,-2.4273,-0.7222,-0.7865,1,1,1,6.43,5.179,37.73,37.33,0,1,1
353938828,1,91.3948,-8.9787,-12.2478,-28.8089,-2.4643,-1.0924,-0.6372,-0.7935,1,1,1,6.43,5.237,37.73,37.33,0,1,1
353938843,1,90.4378,-11.246,-9.7321,-36.356,-1.7941,-0.3475,-0.5422,-0.6453,1,1,1,6.43,5.274,37.73,37.33,0,1,1
353938859,1,89.4219,-14.9449,-6.1456,-43.0723,-1.1385,-0.2084,-0.3754,-0.3488,1,1,1,6.43,5.282,37.73,37.33,0,1,1
353938875,1,88.5546,-20.5438,-1.4556,-48.5066,-0.768,-0.2198,-0.2583,-0.2336,0.929,1,1,6.43,5.248,37.73,37.33,0,0.929,1
353938890,1,87.8947,-24.3552,1.3273,-48.9597,-0.6618,-0.253,-0.1955,-0.1753,0.833,1,1,6.43,5.187,37.73,37.33,0,0.833,1
353938906,1,86.9122,-28.5812,2.0265,-44.4788,-0.8295,-0.3137,-0.1741,-0.1515,0.746,1,1,6.43,5.094,37.73,37.33,0,0.746,1
353938921,1,86.4791,-29.4249,0.9193,-41.5463,-0.8845,-0.2891,-0.1792,-0.1625,0.714,1,1,6.43,4.996,37.73,37.33,0,0.714,1
353938937,1,86.0296,-30.3203,0.059,-38.7236,-0.7931,-0.2467,-0.1774,-0.1716,0.671,1,1,6.43,4.892,37.73,37.33,0,0.671,1
353938953,1,85.5591,-32.3986,0.1288,-37.182,-0.5889,-0.1913,-0.1771,-0.1566,0.587,1,1,6.43,4.772,37.73,37.33,0,0.587,1
353938968,1,85.1117,-35.0594,0.8949,-36.0264,-0.4099,-0.1489,-0.155,-0.135,0.484,1,1,6.43,4.63,37.73,37.33,0,0.484,1
353938984,1,84.7168,-37.0433,1.8057,-34.3275,-0.3344,-0.1306,-0.1309,-0.1147,0.348,1,1,6.43,4.471,37.73,37.33,0,0.348,1
353939000,1,84.3814,-39.3668,2.4243,-32.0409,-0.3134,-0.1124,-0.1169,-0.0978,0.266,1,1,6.43,4.29,37.73,37.33,0,0.266,1
353939015,1,84.1053,-40.1573,2.038,-28.6305,-0.2884,-0.0907,-0.1103,-0.0902,0.125,1,1,6.43,4.103,37.73,37.33,0,0.125,1
353939031,1,83.877,-39.5724,0.7983,-25.707,-0.2121,-0.05,-0.1088,-0.0894,0.055,1,1,6.43,3.924,37.73,37.33,0,0.055,1
353939046,1,83.4881,-38.7527,-2.2078,-20.2436,-0.0488,0.0067,-0.1094,-0.1085,0,1,1,6.43,3.758,37.73,37.33,0,0,1
353939062,1,83.2787,-38.6023,-2.5859,-17.8029,0.0014,0.0108,-0.1056,-0.1123,0,1,1,6.43,3.597,37.73,37.33,0,0,1
353939078,1,83.0441,-41.9761,-1.341,-16.9897,0.0216,0.0121,-0.1088,-0.0879,0,1,1,6.43,3.399,37.73,37.33,0,0,1
353939093,1,82.7884,-45.5674,0.785,-15.5495,0.0352,0.0156,-0.0769,-0.074,0,1,1,6.43,3.162,37.73,37.33,0,0,1
353939109,1,82.5457,-49.4731,3.1119,-14.5774,0.0458,0.0194,-0.0677,-0.0583,0,1,1,6.43,2.878,37.73,37.33,0,0,1
353939125,1,82.3232,-51.5796,4.5358,-13.6555,0.0542,0.0237,-0.0598,-0.057,0,1,1,6.43,2.57,37.73,37.33,0,0,1
353939140,1,82.113,-52.5633,4.8723,-11.8159,0.0607,0.0269,-0.0595,-0.0602,0,1,1,6.43,2.251,37.73,37.33,0,0,1
353939156,1,81.9131,-51.9825,4.4701,-11.1947,0.0656,0.0277,-0.0644,-0.0662,0,1,1,6.43,1.946,37.73,37.33,0,0,1
353939171,1,81.4711,-53.4549,4.7845,-9.9971,0.0534,0.0131,-0.0667,-0.0834,0,1,1,6.43,1.624,37.73,37.33,0,0,1
353939187,1,81.2272,-55.5161,5.9007,-9.6305,0.0552,0.0146,-0.0645,-0.0702,0,1,1,6.43,1.608,37.73,37.33,0,0,1
353939203,1,80.9868,-56.9009,7.1778,-9.5856,0.0631,0.0222,-0.0597,-0.0593,0,1,1,6.43,1.608,37.73,37.33,0,0,1
353939218,1,80.7657,-58.3245,7.9015,-9.1224,0.0707,0.0322,-0.0544,-0.0582,0,1,1,6.43,1.608,37.73,37.33,0,0,1
353939234,1,80.5712,-57.1811,7.3016,-8.6295,0.078,0.0453,-0.0568,-0.0639,0,1,1,6.43,1.608,37.73,37.33,0,0,1
